ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
REXR|Rexford Industrial Realty, Inc. Common Stock|N|REXR|N|100.0|N|REXR
REZI|Resideo Technologies, Inc. Common Stock |N|REZI|N|100.0|N|REZI
RF|Regions Financial Corporation Common Stock|N|RF|N|100.0|N|RF
RFI|Cohen & Steers Total Return Realty Fund, Inc. Common Stock|N|RFI|N|100.0|N|RFI
RFL|Rafael Holdings, Inc. Class B Common Stock|N|RFL|N|100.0|N|RFL
RFM|RiverNorth Flexible Municipal Income Fund, Inc. Common Stock|N|RFM|N|100.0|N|RFM
RFMZ|RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock|N|RFMZ|N|100.0|N|RFMZ
RGA|Reinsurance Group of America, Incorporated Common Stock|N|RGA|N|100.0|N|RGA
RGR|Sturm, Ruger & Company, Inc. Common Stock|N|RGR|N|100.0|N|RGR
RGT|Royce Global Trust, Inc. Common Stock|N|RGT|N|100.0|N|RGT
RH|RH Common Stock|N|RH|N|100.0|N|RH
RHE|Regional Health Properties, Inc. Common Stock|A|RHE|N|100.0|N|RHE
RHI|Robert Half Inc. Common Stock|N|RHI|N|100.0|N|RHI
RHP|Ryman Hospitality Properties, Inc. (REIT)|N|RHP|N|100.0|N|RHP
RIG|Transocean Ltd (Switzerland) Common Stock|N|RIG|N|100.0|N|RIG
RIO|Rio Tinto Plc Common Stock|N|RIO|N|100.0|N|RIO
RITM|Rithm Capital Corp. Common Stock|N|RITM|N|100.0|N|RITM
RIV|RiverNorth Opportunities Fund, Inc. Common Stock|N|RIV|N|100.0|N|RIV
RJF|Raymond James Financial, Inc. Common Stock|N|RJF|N|100.0|N|RJF
RKT|Rocket Companies, Inc. Class A Common Stock|N|RKT|N|100.0|N|RKT
RL|Ralph Lauren Corporation Common Stock|N|RL|N|100.0|N|RL
RLGT|Radiant Logistics, Inc. Common Stock|A|RLGT|N|100.0|N|RLGT
RLI|RLI Corp. Common Stock (DE)|N|RLI|N|100.0|N|RLI
RLJ|RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value|N|RLJ|N|100.0|N|RLJ
RLTY|Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest|N|RLTY|N|100.0|N|RLTY
RLX|RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share|N|RLX|N|100.0|N|RLX
RM|Regional Management Corp. Common Stock|N|RM|N|100.0|N|RM
RMAX|RE/MAX Holdings, Inc. Class A Common Stock|N|RMAX|N|100.0|N|RMAX
RMD|ResMed Inc. Common Stock|N|RMD|N|100.0|N|RMD
RMI|RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock|N|RMI|N|100.0|N|RMI
RMM|RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock|N|RMM|N|100.0|N|RMM
RMMZ|RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock|N|RMMZ|N|100.0|N|RMMZ
RMT|Royce Micro-Cap Trust, Inc. Common Stock|N|RMT|N|100.0|N|RMT
RNG|RingCentral, Inc. Class A Common Stock|N|RNG|N|100.0|N|RNG
RNGR|Ranger Energy Services, Inc. Class A Common Stock|N|RNGR|N|100.0|N|RNGR
RNP|Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares|N|RNP|N|100.0|N|RNP
RNR|RenaissanceRe Holdings Ltd. Common Stock|N|RNR|N|100.0|N|RNR
RNST|Renasant Corporation Common Stock|N|RNST|N|100.0|N|RNST
ROG|Rogers Corporation Common Stock|N|ROG|N|100.0|N|ROG
ROK|Rockwell Automation, Inc. Common Stock|N|ROK|N|100.0|N|ROK
ROL|Rollins, Inc. Common Stock|N|ROL|N|100.0|N|ROL
RPM|RPM International Inc. Common Stock|N|RPM|N|100.0|N|RPM
RQI|Cohen & Steers Quality Income Realty Fund Inc Common Shares|N|RQI|N|100.0|N|RQI
RRAC|Rigel Resource Acquisition Corp. Class A Ordinary Shares|N|RRAC|N|100.0|N|RRAC
RRC|Range Resources Corporation Common Stock|N|RRC|N|100.0|N|RRC
RRX|Regal Rexnord Corporation Common Stock|N|RRX|N|100.0|N|RRX
RS|Reliance, Inc. Common Stock|N|RS|N|100.0|N|RS
RSF|RiverNorth Capital and Income Fund Common Stock|N|RSF|N|100.0|N|RSF
RSG|Republic Services, Inc. Common Stock|N|RSG|N|100.0|N|RSG
RSI|Rush Street Interactive, Inc. Class A Common Stock|N|RSI|N|100.0|N|RSI
RSKD|Riskified Ltd. Class A Ordinary Shares|N|RSKD|N|100.0|N|RSKD
RTO|Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares)|N|RTO|N|100.0|N|RTO
RTX|RTX Corporation Common Stock|N|RTX|N|100.0|N|RTX
RVLV|Revolve Group, Inc. Class A Common Stock|N|RVLV|N|100.0|N|RVLV
RVP|Retractable Technologies, Inc. Common Stock|A|RVP|N|100.0|N|RVP
RVT|Royce Small-Cap Trust, Inc. Common Stock|N|RVT|N|100.0|N|RVT
RVTY|Revvity, Inc. Common Stock|N|RVTY|N|100.0|N|RVTY
RWT|Redwood Trust, Inc. Common Stock|N|RWT|N|100.0|N|RWT
RWTN|Redwood Trust, Inc. 9.125% Senior Notes Due 2029|N|RWTN|N|100.0|N|RWTN
RXO|RXO, Inc. Common Stock|N|RXO|N|100.0|N|RXO
RY|Royal Bank Of Canada Common Stock|N|RY|N|100.0|N|RY
RYAM|Rayonier Advanced Materials Inc. Common Stock|N|RYAM|N|100.0|N|RYAM
RYAN|Ryan Specialty Holdings, Inc. Class A Common Stock|N|RYAN|N|100.0|N|RYAN
RYDE|Ryde Group Ltd. Class A Ordinary Shares|A|RYDE|N|100.0|N|RYDE
RYI|Ryerson Holding Corporation Common Stock|N|RYI|N|100.0|N|RYI
RYN|Rayonier Inc. REIT Common Stock|N|RYN|N|100.0|N|RYN
RZB|Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056|N|RZB|N|100.0|N|RZB
RZC|Reinsurance Group of America, Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052|N|RZC|N|100.0|N|RZC
S|SentinelOne, Inc. Class A Common Stock|N|S|N|100.0|N|S
SA|Seabridge Gold, Inc. Ordinary Shares (Canada)|N|SA|N|100.0|N|SA
SABA|Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest|N|SABA|N|100.0|N|SABA
SACC|Sachem Capital Corp. 6.875% Notes due 2024|A|SACC|N|100.0|N|SACC
SACH|Sachem Capital Corp. Common Shares|A|SACH|N|100.0|N|SACH
SAFE|Safehold Inc. New Common Stock |N|SAFE|N|100.0|N|SAFE
SAH|Sonic Automotive, Inc. Common Stock|N|SAH|N|100.0|N|SAH
SAJ|Saratoga Investment Corp 8.00% Notes due 2027|N|SAJ|N|100.0|N|SAJ
SAM|Boston Beer Company, Inc. (The) Common Stock|N|SAM|N|100.0|N|SAM
SAN|Banco Santander, S.A. Sponsored ADR (Spain)|N|SAN|N|100.0|N|SAN
SAND|Sandstorm Gold Ltd. Ordinary Shares (Canada)|N|SAND|N|100.0|N|SAND
SAP|SAP  SE ADS|N|SAP|N|100.0|N|SAP
SAR|Saratoga Investment Corp New|N|SAR|N|100.0|N|SAR
SAT|Saratoga Investment Corp 6.00% Notes due 2027|N|SAT|N|100.0|N|SAT
SATX|SatixFy Communications Ltd. Ordinary Share|A|SATX|N|100.0|N|SATX
SAVE|Spirit Airlines, Inc. Common Stock|N|SAVE|N|100.0|N|SAVE
SAY|Saratoga Investment Corp 8.125% Notes due 2027|N|SAY|N|100.0|N|SAY
SAZ|Saratoga Investment Corp 8.50% Notes due 2028|N|SAZ|N|100.0|N|SAZ
SB|Safe Bulkers, Inc Common Stock ($0.001 par value)|N|SB|N|100.0|N|SB
SBBA|Scorpio Tankers Inc. 7.00% Senior Notes due 2025|N|SBBA|N|100.0|N|SBBA
SBEV|Splash Beverage Group, Inc. (NV) Common Stock|A|SBEV|N|100.0|N|SBEV
SBH|Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock|N|SBH|N|100.0|N|SBH
SBI|Western Asset Intermediate Muni Fund Inc Common Stock|N|SBI|N|100.0|N|SBI
SBOW|SilverBow Resorces, Inc. Common Stock|N|SBOW|N|100.0|N|SBOW
SBR|Sabine Royalty Trust Common Stock|N|SBR|N|100.0|N|SBR
SBS|Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)|N|SBS|N|100.0|N|SBS
SBSW|D/B/A Sibanye-Stillwater Limited ADS|N|SBSW|N|100.0|N|SBSW
SBXC|SilverBox Corp III Class A Common Stock|N|SBXC|N|100.0|N|SBXC
SCCB|Sachem Capital Corp. 7.125% Notes due 2024|A|SCCB|N|100.0|N|SCCB
SCCC|Sachem Capital Corp. 7.75% Notes due 2025|A|SCCC|N|100.0|N|SCCC
SCCD|Sachem Capital Corp. 6.00% Notes due 2026|A|SCCD|N|100.0|N|SCCD
SCCE|Sachem Capital Corp. 6.00% Notes due 2027|A|SCCE|N|100.0|N|SCCE
SCCF|Sachem Capital Corp. 7.125% Notes due 2027|A|SCCF|N|100.0|N|SCCF
SCCG|Sachem Capital Corp. 8.00% Notes due 2027|A|SCCG|N|100.0|N|SCCG
SCCO|Southern Copper Corporation Common Stock|N|SCCO|N|100.0|N|SCCO
SCD|LMP Capital and Income Fund Inc. Common Stock|N|SCD|N|100.0|N|SCD
SCHW|Charles Schwab Corporation (The) Common Stock|N|SCHW|N|100.0|N|SCHW
SCI|Service Corporation International Common Stock|N|SCI|N|100.0|N|SCI
SCL|Stepan Company Common Stock|N|SCL|N|100.0|N|SCL
SCM|Stellus Capital Investment Corporation Common Stock|N|SCM|N|100.0|N|SCM
SCPX|Scorpius Holdings, Inc. Common Stock|A|SCPX|N|100.0|N|SCPX
SCS|Steelcase Inc. Common Stock|N|SCS|N|100.0|N|SCS
SD|SandRidge Energy, Inc. Common Stock|N|SD|N|100.0|N|SD
SDHC|Smith Douglas Homes Corp. Class A Common Stock|N|SDHC|N|100.0|N|SDHC
SDHY|PGIM Short Duration High Yield Opportunities Fund Common Shares|N|SDHY|N|100.0|N|SDHY
SDPI|Superior Drilling Products, Inc. Common Stock|A|SDPI|N|100.0|N|SDPI
SDRL|Seadrill Limited Common Shares|N|SDRL|N|100.0|N|SDRL
SE|Sea Limited American Depositary Shares, each representing one Class A Ordinary Share|N|SE|N|100.0|N|SE
SEB|Seaboard Corporation Common Stock|A|SEB|N|1.0|N|SEB
SEDA|SDCL EDGE Acquisition Corporation Class A Ordinary Shares|N|SEDA|N|100.0|N|SEDA
SEE|Sealed Air Corporation Common Stock|N|SEE|N|100.0|N|SEE
SEM|Select Medical Holdings Corporation Common Stock|N|SEM|N|100.0|N|SEM
SEMR|SEMrush Holdings, Inc. Class A Common Stock|N|SEMR|N|100.0|N|SEMR
SENS|Senseonics Holdings, Inc. Common Stock|A|SENS|N|100.0|N|SENS
SER|Serina Therapeutics, Inc. Common Stock|A|SER|N|100.0|N|SER
SES|SES AI Corporation Class A Common Stock|N|SES|N|100.0|N|SES
SF|Stifel Financial Corporation Common Stock|N|SF|N|100.0|N|SF
SFB|Stifel Financial Corporation 5.20% Senior Notes due 2047|N|SFB|N|100.0|N|SFB
SFBS|ServisFirst Bancshares, Inc. Common Stock|N|SFBS|N|100.0|N|SFBS
SFL|SFL Corporation Ltd|N|SFL|N|100.0|N|SFL
SG|Sweetgreen, Inc. Class A Common Stock|N|SG|N|100.0|N|SG
SGE|Strong Global Entertainment, Inc. Class A Common Voting Shares|A|SGE|N|100.0|N|SGE
SGHC|Super Group (SGHC) Limited Ordinary Shares|N|SGHC|N|100.0|N|SGHC
SGN|Signing Day Sports, Inc. Common Stock|A|SGN|N|100.0|N|SGN
SGU|Star Group L.P. Common Stock|N|SGU|N|100.0|N|SGU
SHAK|Shake Shack, Inc. Class A Common Stock|N|SHAK|N|100.0|N|SHAK
SHCO|Soho House & Co Inc. Class A Common Stock|N|SHCO|N|100.0|N|SHCO
SHEL|Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) |N|SHEL|N|100.0|N|SHEL
SHG|Shinhan Financial Group Co Ltd American Depositary Shares|N|SHG|N|100.0|N|SHG
SHO|Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares|N|SHO|N|100.0|N|SHO
SHOP|Shopify Inc. Class A Subordinate Voting Shares|N|SHOP|N|100.0|N|SHOP
SHW|Sherwin-Williams Company (The) Common Stock|N|SHW|N|100.0|N|SHW
SID|Companhia Siderurgica Nacional S.A. Common Stock|N|SID|N|100.0|N|SID
SIF|SIFCO Industries, Inc. Common Stock|A|SIF|N|100.0|N|SIF
SIG|Signet Jewelers Limited Common Shares|N|SIG|N|100.0|N|SIG
SII|Sprott Inc. Common Shares|N|SII|N|100.0|N|SII
SILA|Sila Realty Trust, Inc. Common Stock|N|SILA|N|100.0|N|SILA
SILV|SilverCrest Metals Inc. Common Shares|A|SILV|N|100.0|N|SILV
SIM|Grupo Simec, S.A.B. de C.V. American Depositary Shares|A|SIM|N|100.0|N|SIM
SING|SinglePoint Inc. Common Stock|Z|SING|N|100.0|N|SING
SITC|SITE Centers Corp. Common Stock|N|SITC|N|100.0|N|SITC
SITE|SiteOne Landscape Supply, Inc. Common Stock|N|SITE|N|100.0|N|SITE
SIX|Six Flags Entertainment Corporation New Common Stock|N|SIX|N|100.0|N|SIX
SJM|The J.M. Smucker Company Common Stock|N|SJM|N|100.0|N|SJM
SJT|San Juan Basin Royalty Trust Common Stock|N|SJT|N|100.0|N|SJT
SJW|SJW Group Common Stock (DE)|N|SJW|N|100.0|N|SJW
SKE|Skeena Resources Limited Common Shares|N|SKE|N|100.0|N|SKE
SKIL|Skillsoft Corp. Class A Common Stock|N|SKIL|N|100.0|N|SKIL
SKLZ|Skillz Inc. Class A Common Stock|N|SKLZ|N|100.0|N|SKLZ
SKM|SK Telecom Co., Ltd. Common Stock|N|SKM|N|100.0|N|SKM
SKT|Tanger Inc. Common Stock|N|SKT|N|100.0|N|SKT
SKX|Skechers U.S.A., Inc. Common Stock|N|SKX|N|100.0|N|SKX
SKY|Skyline Champion Corporation Common Stock|N|SKY|N|100.0|N|SKY
SKYH|Sky Harbour Group Corporation Class A Common Stock|A|SKYH|N|100.0|N|SKYH
SLB|Schlumberger N.V. Common Stock|N|SLB|N|100.0|N|SLB
SLCA|U.S. Silica Holdings, Inc. Common Stock|N|SLCA|N|100.0|N|SLCA
SLF|Sun Life Financial Inc. Common Stock|N|SLF|N|100.0|N|SLF
SLG|SL Green Realty Corp Common Stock|N|SLG|N|100.0|N|SLG
SLGN|Silgan Holdings Inc. Common Stock|N|SLGN|N|100.0|N|SLGN
SLI|Standard Lithium Ltd. Common Shares|A|SLI|N|100.0|N|SLI
SLND|Southland Holdings, Inc. Common Stock|A|SLND|N|100.0|N|SLND
SLQT|SelectQuote, Inc. Common Stock|N|SLQT|N|100.0|N|SLQT
SLSR|Solaris Resources Inc. Common Shares|A|SLSR|N|100.0|N|SLSR
SLVM|Sylvamo Corporation Common Stock|N|SLVM|N|100.0|N|SLVM
SM|SM Energy Company Common Stock|N|SM|N|100.0|N|SM
SMAR|Smartsheet Inc. Class A Common Stock|N|SMAR|N|100.0|N|SMAR
SMBK|SmartFinancial, Inc. Common Stock|N|SMBK|N|100.0|N|SMBK
SMFG|Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)|N|SMFG|N|100.0|N|SMFG
SMG|Scotts Miracle-Gro Company (The) Common Stock|N|SMG|N|100.0|N|SMG
SMHB|ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B|P|SMHB|N|100.0|N|SMHB
SMHI|SEACOR Marine Holdings Inc. Common Stock |N|SMHI|N|100.0|N|SMHI
SMLP|Summit Midstream Partners, LP Common Units Representing Limited Partner Interests|N|SMLP|N|100.0|N|SMLP
SMP|Standard Motor Products, Inc. Common Stock|N|SMP|N|100.0|N|SMP
SMR|NuScale Power Corporation Class A Common Stock|N|SMR|N|100.0|N|SMR
SMRT|SmartRent, Inc. Class A Common Stock|N|SMRT|N|100.0|N|SMRT
SMWB|Similarweb Ltd. Ordinary Shares|N|SMWB|N|100.0|N|SMWB
SN|SharkNinja, Inc. Ordinary Shares|N|SN|N|100.0|N|SN
SNA|Snap-On Incorporated Common Stock|N|SNA|N|100.0|N|SNA
SNAP|Snap Inc. Class A Common Stock|N|SNAP|N|100.0|N|SNAP
SNDA|Sonida Senior Living, Inc. Common Stock|N|SNDA|N|100.0|N|SNDA
SNDR|Schneider National, Inc. Common Stock|N|SNDR|N|100.0|N|SNDR
SNN|Smith & Nephew SNATS, Inc. Common Stock|N|SNN|N|100.0|N|SNN
SNOW|Snowflake Inc. Class A Common Stock|N|SNOW|N|100.0|N|SNOW
SNV|Synovus Financial Corp. Common Stock|N|SNV|N|100.0|N|SNV
SNX|TD SYNNEX Corporation Common Stock|N|SNX|N|100.0|N|SNX
SO|Southern Company (The) Common Stock|N|SO|N|100.0|N|SO
SOAR|Volato Group, Inc. Class A Common Stock|A|SOAR|N|100.0|N|SOAR
SOC|Sable Offshore Corp. Common Stock|N|SOC|N|100.0|N|SOC
SOI|Solaris Oilfield Infrastructure, Inc. Class A Common Stock|N|SOI|N|100.0|N|SOI
SOJC|Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077|N|SOJC|N|100.0|N|SOJC
SOJD|Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080|N|SOJD|N|100.0|N|SOJD
SOJE|Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060|N|SOJE|N|100.0|N|SOJE
SOL|Emeren Group Ltd American Depositary Shares, each representing 10 shares|N|SOL|N|100.0|N|SOL
SOLV|Solventum Corporation Common Stock|N|SOLV|N|100.0|N|SOLV
SON|Sonoco Products Company Common Stock|N|SON|N|100.0|N|SON
SONY|Sony Group Corporation American Depositary Shares |N|SONY|N|100.0|N|SONY
SOR|Source Capital, Inc. Common Stock|N|SOR|N|100.0|N|SOR
SOS|SOS Limited American Depositary Shares|N|SOS|N|100.0|N|SOS
SPB|Spectrum Brands Holdings, Inc. Common Stock|N|SPB|N|100.0|N|SPB
SPCE|Virgin Galactic Holdings, Inc. Common Stock|N|SPCE|N|100.0|N|SPCE
SPE|Special Opportunities Fund, Inc Common Stock|N|SPE|N|100.0|N|SPE
SPG|Simon Property Group, Inc. Common Stock|N|SPG|N|100.0|N|SPG
SPGI|S&P Global Inc. Common Stock|N|SPGI|N|100.0|N|SPGI
SPH|Suburban Propane Partners, L.P. Common Stock|N|SPH|N|100.0|N|SPH
SPHR|Sphere Entertainment Co. Class A Common Stock|N|SPHR|N|100.0|N|SPHR
SPIR|Spire Global, Inc. Class A Common Stock|N|SPIR|N|100.0|N|SPIR
SPLP|Steel Partners Holdings LP LTD PARTNERSHIP UNIT|N|SPLP|N|100.0|N|SPLP
SPMC|Sound Point Meridian Capital, Inc. Common Stock|N|SPMC|N|100.0|N|SPMC
SPNT|SiriusPoint Ltd. Common Shares|N|SPNT|N|100.0|N|SPNT
SPOT|Spotify Technology S.A. Ordinary Shares|N|SPOT|N|100.0|N|SPOT
SPR|Spirit Aerosystems Holdings, Inc. Common Stock|N|SPR|N|100.0|N|SPR
SPRU|Spruce Power Holding Corporation Class A Common Stock|N|SPRU|N|100.0|N|SPRU
SPXC|SPX Technologies, Inc. Common Stock|N|SPXC|N|100.0|N|SPXC
SPXX|Nuveen S&P 500 Dynamic Overwrite Fund|N|SPXX|N|100.0|N|SPXX
SQ|Block, Inc. Class A Common Stock,|N|SQ|N|100.0|N|SQ
SQM|Sociedad Quimica y Minera S.A. Common Stock|N|SQM|N|100.0|N|SQM
SQNS|Sequans Communications S.A. American Depositary Shares|N|SQNS|N|100.0|N|SQNS
SQSP|Squarespace, Inc. Class A Common Stock|N|SQSP|N|100.0|N|SQSP
SR|Spire Inc. Common Stock|N|SR|N|100.0|N|SR
SRE|DBA Sempra Common Stock|N|SRE|N|100.0|N|SRE
SREA|DBA Sempra 5.750% Junior Subordinated Notes due 2079|N|SREA|N|100.0|N|SREA
SRFM|Surf Air Mobility Inc. Common Stock|N|SRFM|N|100.0|N|SRFM
SRG|Seritage Growth Properties Class A Common Stock|N|SRG|N|100.0|N|SRG
SRI|Stoneridge, Inc. Common Stock|N|SRI|N|100.0|N|SRI
SRL|Scully Royalty Ltd.|N|SRL|N|100.0|N|SRL
SRV|NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest|N|SRV|N|100.0|N|SRV
SSB|SouthState Corporation Common Stock|N|SSB|N|100.0|N|SSB
SSD|Simpson Manufacturing Company, Inc. Common Stock|N|SSD|N|100.0|N|SSD
SSL|Sasol Ltd. American Depositary Shares|N|SSL|N|100.0|N|SSL
SST|System1, Inc. Class A Common Stock|N|SST|N|100.0|N|SST
SSTK|Shutterstock, Inc. Common Stock|N|SSTK|N|100.0|N|SSTK
SSY|SunLink Health Systems, Inc. Common Stock|A|SSY|N|100.0|N|SSY
ST|Sensata Technologies Holding plc Ordinary Shares|N|ST|N|100.0|N|ST
STAG|Stag Industrial, Inc. Common Stock|N|STAG|N|100.0|N|STAG
STC|Stewart Information Services Corporation Common Stock|N|STC|N|100.0|N|STC
STE|STERIS plc (Ireland) Ordinary Shares|N|STE|N|100.0|N|STE
STEL|Stellar Bancorp, Inc. Common Stock|N|STEL|N|100.0|N|STEL
STEM|Stem, Inc. Class A Common Stock|N|STEM|N|100.0|N|STEM
STEW|SRH Total Return Fund, Inc. Common Stock|N|STEW|N|100.0|N|STEW
STG|Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares|N|STG|N|100.0|N|STG
STK|Columbia Seligman Premium Technology Growth Fund Inc|N|STK|N|100.0|N|STK
STLA|Stellantis N.V. Common Shares|N|STLA|N|100.0|N|STLA
STM|STMicroelectronics N.V. Common Stock|N|STM|N|100.0|N|STM
STN|Stantec Inc Common Stock|N|STN|N|100.0|N|STN
STNG|Scorpio Tankers Inc. Common Shares|N|STNG|N|100.0|N|STNG
STR|Sitio Royalties Corp. Class A Common Stock|N|STR|N|100.0|N|STR
STRW|Strawberry Fields REIT, Inc. Common Stock|A|STRW|N|100.0|N|STRW
STT|State Street Corporation Common Stock|N|STT|N|100.0|N|STT
STVN|Stevanato Group S.p.A. Ordinary Shares|N|STVN|N|100.0|N|STVN
STWD|STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.|N|STWD|N|100.0|N|STWD
STXS|Stereotaxis, Inc. Common Stock|A|STXS|N|100.0|N|STXS
STZ|Constellation Brands, Inc. Common Stock|N|STZ|N|100.0|N|STZ
SU|Suncor Energy  Inc. Common Stock|N|SU|N|100.0|N|SU
SUI|Sun Communities, Inc. Common Stock|N|SUI|N|100.0|N|SUI
SUM|Summit Materials, Inc. Class A Common Stock|N|SUM|N|100.0|N|SUM
SUN|Sunoco LP Common Units representing limited partner interests|N|SUN|N|100.0|N|SUN
SUP|Superior Industries International, Inc. Common Stock (DE)|N|SUP|N|100.0|N|SUP
SUPV|Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares|N|SUPV|N|100.0|N|SUPV
SUZ|Suzano S.A. American Depositary Shares (each representing One Ordinary Share)|N|SUZ|N|100.0|N|SUZ
SVM|Silvercorp Metals Inc. Common Shares|A|SVM|N|100.0|N|SVM
SVT|Servotronics, Inc. Common Stock|A|SVT|N|100.0|N|SVT
SVV|Savers Value Village, Inc. Common Stock|N|SVV|N|100.0|N|SVV
SWI|SolarWinds Corporation Common Stock|N|SWI|N|100.0|N|SWI
SWK|Stanley Black & Decker, Inc. Common Stock|N|SWK|N|100.0|N|SWK
SWN|Southwestern Energy Company Common Stock|N|SWN|N|100.0|N|SWN
SWX|Southwest Gas Holdings, Inc. Common Stock (DE)|N|SWX|N|100.0|N|SWX
SWZ|Swiss Helvetia Fund, Inc. (The) Common Stock|N|SWZ|N|100.0|N|SWZ
SXC|SunCoke Energy, Inc. Common Stock|N|SXC|N|100.0|N|SXC
SXI|Standex International Corporation Common Stock|N|SXI|N|100.0|N|SXI
SXT|Sensient Technologies Corporation Common Stock|N|SXT|N|100.0|N|SXT
SYF|Synchrony Financial Common Stock|N|SYF|N|100.0|N|SYF
SYK|Stryker Corporation Common Stock|N|SYK|N|100.0|N|SYK
SYNX|Silynxcom Ltd. Ordinary Shares|A|SYNX|N|100.0|N|SYNX
SYY|Sysco Corporation Common Stock|N|SYY|N|100.0|N|SYY
T|AT&T Inc.|N|T|N|100.0|N|T
TAC|TransAlta Corporation Ordinary Shares|N|TAC|N|100.0|N|TAC
TAK|Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)|N|TAK|N|100.0|N|TAK
TAL|TAL Education Group American Depositary Shares|N|TAL|N|100.0|N|TAL
TALO|Talos Energy, Inc. Common Stock|N|TALO|N|100.0|N|TALO
TAP|Molson Coors Beverage Company Class B Common Stock|N|TAP|N|100.0|N|TAP
TAP.A|Molson Coors Beverage Company Class A Common Stock|N|TAP.A|N|100.0|N|TAP.A
TARO|Taro Pharmaceutical Industries Ltd. Ordinary Shares|N|TARO|N|100.0|N|TARO
TBB|AT&T Inc. 5.350% Global Notes due 2066|N|TBB|N|100.0|N|TBB
TBBB|BBB Foods Inc. Class A Common Shares|N|TBBB|N|100.0|N|TBBB
TBC|AT&T Inc. 5.625% Global Notes due 2067|N|TBC|N|100.0|N|TBC
TBI|TrueBlue, Inc. Common Stock|N|TBI|N|100.0|N|TBI
TCI|Transcontinental Realty Investors, Inc. Common Stock|N|TCI|N|100.0|N|TCI
TCOA|Zalatoris Acquisition Corp. Class A Common Stock|N|TCOA|N|100.0|N|TCOA
TCS|Container Store (The) Common Stock|N|TCS|N|100.0|N|TCS
TD|Toronto Dominion Bank (The) Common Stock|N|TD|N|100.0|N|TD
TDC|Teradata Corporation Common Stock|N|TDC|N|100.0|N|TDC
TDCX|TDCX Inc. American Depositary Shares, each representing one Class A ordinary share|N|TDCX|N|100.0|N|TDCX
TDF|Templeton Dragon Fund, Inc. Common Stock|N|TDF|N|100.0|N|TDF
TDG|Transdigm Group Incorporated Common Stock|N|TDG|N|100.0|N|TDG
TDOC|Teladoc Health, Inc. Common Stock|N|TDOC|N|100.0|N|TDOC
TDS|Telephone and Data Systems, Inc. Common Shares|N|TDS|N|100.0|N|TDS
TDW|Tidewater Inc. Common Stock|N|TDW|N|100.0|N|TDW
TDY|Teledyne Technologies Incorporated Common Stock|N|TDY|N|100.0|N|TDY
TEAF|Ecofin Sustainable and Social Impact Term Fund|N|TEAF|N|100.0|N|TEAF
TECK|Teck Resources Ltd Ordinary Shares|N|TECK|N|100.0|N|TECK
TEF|Telefonica SA Common Stock|N|TEF|N|100.0|N|TEF
TEI|Templeton Emerging Markets Income Fund, Inc. Common Stock|N|TEI|N|100.0|N|TEI
TEL|TE Connectivity Ltd. New Switzerland Registered Shares|N|TEL|N|100.0|N|TEL
TELL|Tellurian Inc. Common Stock|A|TELL|N|100.0|N|TELL
TELZ|Tellurian Inc. 8.25% Senior Notes due 2028|A|TELZ|N|100.0|N|TELZ
TEO|Telecom Argentina SA|N|TEO|N|100.0|N|TEO
TEVA|Teva Pharmaceutical Industries Limited American Depositary Shares|N|TEVA|N|100.0|N|TEVA
TEX|Terex Corporation Common Stock|N|TEX|N|100.0|N|TEX
TFC|Truist Financial Corporation Common Stock|N|TFC|N|100.0|N|TFC
TFII|TFI International Inc. Common Shares|N|TFII|N|100.0|N|TFII
TFPM|Triple Flag Precious Metals Corp. Common Shares|N|TFPM|N|100.0|N|TFPM
