Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
COLL|Collegium Pharmaceutical, Inc. - Common Stock|Q|N|N|100.0|N|N
COLM|Columbia Sportswear Company - Common Stock|Q|N|N|100.0|N|N
COMM|CommScope Holding Company, Inc. - Common Stock|Q|N|N|100.0|N|N
CONN|Conn's, Inc. - Common Stock|Q|N|N|100.0|N|N
COO|The Cooper Companies, Inc.  - Common Stock|Q|N|N|100.0|N|N
COOP|Mr. Cooper Group Inc. - Common Stock|S|N|N|100.0|N|N
COOT|Australian Oilseeds Holdings Limited - Ordinary Shares|G|N|N|100.0|N|N
COOTW|Australian Oilseeds Holdings Limited - Warrant|G|N|N|100.0|N|N
CORT|Corcept Therapeutics Incorporated - Common Stock|S|N|N|100.0|N|N
CORZ|Core Scientific, Inc. - Common Stock|Q|N|N|100.0|N|N
CORZW|Core Scientific, Inc. - Tranche 1 Warrants|Q|N|N|100.0|N|N
CORZZ|Core Scientific, Inc. - Tranche 2 Warrants|Q|N|N|100.0|N|N
COST|Costco Wholesale Corporation - Common Stock|Q|N|N|100.0|N|N
COYA|Coya Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
CPBI|Central Plains Bancshares, Inc. - Common Stock|S|N|N|100.0|N|N
CPHC|Canterbury Park Holding Corporation - Common Stock|G|N|N|100.0|N|N
CPIX|Cumberland Pharmaceuticals Inc. - Common Stock|Q|N|N|100.0|N|N
CPLP|Capital Product Partners L.P. - Common Units representing limited partner interests|Q|N|N|100.0|N|N
CPOP|Pop Culture Group Co., Ltd - Class A Ordinary Shares|S|N|N|100.0|N|N
CPRT|Copart, Inc. - Common Stock|Q|N|N|100.0|N|N
CPRX|Catalyst Pharmaceuticals, Inc. - Common Stock|S|N|N|100.0|N|N
CPSH|CPS Technologies Corp. - Common Stock|S|N|N|100.0|N|N
CPSS|Consumer Portfolio Services, Inc. - Common Stock|G|N|N|100.0|N|N
CPTN|Cepton, Inc. - Common Stock|S|N|N|100.0|N|N
CPTNW|Cepton, Inc. - Warrant|S|N|N|100.0|N|N
CPZ|Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund|Q|N|N|100.0|N|N
CRAI|CRA International,Inc. - Common Stock|Q|N|N|100.0|N|N
CRBP|Corbus Pharmaceuticals Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
CRBU|Caribou Biosciences, Inc. - Common Stock|Q|N|N|100.0|N|N
CRCT|Cricut, Inc. - Class A common stock|Q|N|N|100.0|N|N
CRDF|Cardiff Oncology, Inc. - Common Stock|S|N|N|100.0|N|N
CRDL|Cardiol Therapeutics Inc. - Class A Common Shares|S|N|N|100.0|N|N
CRDO|Credo Technology Group Holding Ltd - Ordinary Shares|Q|N|N|100.0|N|N
CREG|Smart Powerr Corp. - Common Stock|S|N|N|100.0|N|N
CRESW|Cresud S.A.C.I.F. y A. - Warrant|S|N|N|100.0|N|N
CRESY|Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock|Q|N|N|100.0|N|N
CREV|Carbon Revolution Public Limited Company - Ordinary Shares|G|N|N|100.0|N|N
CREVW|Carbon Revolution Public Limited Company - Warrant|S|N|N|100.0|N|N
CREX|Creative Realities, Inc. - Common Stock|S|N|N|100.0|N|N
CRGO|Freightos Limited - Ordinary shares|S|N|N|100.0|N|N
CRGOW|Freightos Limited - Warrants|S|N|N|100.0|N|N
CRGX|CARGO Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
CRIS|Curis, Inc. - Common Stock|S|N|N|100.0|N|N
CRMD|CorMedix Inc. - Common Stock|G|N|N|100.0|N|N
CRML|Critical Metals Corp. - Ordinary Shares|G|N|N|100.0|N|N
CRMLW|Critical Metals Corp. - Warrants|S|N|N|100.0|N|N
CRMT|America's Car-Mart, Inc. - Common Stock|Q|N|N|100.0|N|N
CRNC|Cerence Inc. - Common Stock|Q|N|N|100.0|N|N
CRNT|Ceragon Networks Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
CRNX|Crinetics Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
CRON|Cronos Group Inc. - Common Share|G|N|N|100.0|N|N
CROX|Crocs, Inc. - Common Stock|Q|N|N|100.0|N|N
CRSP|CRISPR Therapeutics AG - Common Shares|G|N|N|100.0|N|N
CRSR|Corsair Gaming, Inc. - Common Stock|Q|N|N|100.0|N|N
CRTO|Criteo S.A. - American Depositary Shares|Q|N|N|100.0|N|N
CRUS|Cirrus Logic, Inc. - Common Stock|Q|N|N|100.0|N|N
CRVL|CorVel Corp. - Common Stock|Q|N|N|100.0|N|N
CRVO|CervoMed Inc. - Common Stock|S|N|N|100.0|N|N
CRVS|Corvus Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
CRWD|CrowdStrike Holdings, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
CRWS|Crown Crafts, Inc. - Common Stock|S|N|N|100.0|N|N
CSBR|Champions Oncology, Inc. - Common Stock|S|N|N|100.0|N|N
CSCO|Cisco Systems, Inc. - Common Stock|Q|N|N|100.0|N|N
CSGP|CoStar Group, Inc. - Common Stock|Q|N|N|100.0|N|N
CSGS|CSG Systems International, Inc. - Common Stock|Q|N|N|100.0|N|N
CSIQ|Canadian Solar Inc. - Common Shares|Q|N|N|100.0|N|N
CSLM|CSLM Acquisition Corp. - Class A Ordinary Share|S|N|N|100.0|N|N
CSLMR|CSLM Acquisition Corp. - Right|S|N|N|100.0|N|N
CSLMU|CSLM Acquisition Corp. - Unit|S|N|N|100.0|N|N
CSLMW|CSLM Acquisition Corp. - Warrant|S|N|N|100.0|N|N
CSLR|Complete Solaria, Inc. - Common Stock|G|N|N|100.0|N|N
CSLRW|Complete Solaria, Inc. - Warrant|S|N|N|100.0|N|N
CSPI|CSP Inc. - Common Stock|G|N|N|100.0|N|N
CSQ|Calamos Strategic Total Return Fund - Closed End Fund|Q|N|N|100.0|N|N
CSTE|Caesarstone Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
CSTL|Castle Biosciences, Inc. - Common stock|G|N|N|100.0|N|N
CSWC|Capital Southwest Corporation - Common Stock|Q|N|N|100.0|N|N
CSWCZ|Capital Southwest Corporation - 7.75% Notes due 2028|Q|N|N|100.0|N|N
CSWI|CSW Industrials, Inc. - Common Stock|Q|N|N|100.0|N|N
CSX|CSX Corporation - Common Stock|Q|N|N|100.0|N|N
CTAS|Cintas Corporation - Common Stock|Q|N|N|100.0|N|N
CTBI|Community Trust Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
CTCX|Carmell Corporation - Common Stock|S|N|N|100.0|N|N
CTCXW|Carmell Corporation - Warrant|S|N|N|100.0|N|N
CTHR|Charles & Colvard Ltd. - Common Stock|S|N|N|100.0|N|N
CTKB|Cytek Biosciences, Inc. - Common Stock|Q|N|N|100.0|N|N
CTLP|Cantaloupe, Inc. - Common Stock|Q|N|N|100.0|N|N
CTMX|CytomX Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
CTNM|Contineum Therapeutics, Inc. - Common stock|Q|N|N|100.0|N|N
CTNT|Cheetah Net Supply Chain Service Inc. - Class A Common Stock|S|N|N|100.0|N|N
CTRM|Castor Maritime Inc. - Common Shares|S|N|N|100.0|N|N
CTRN|Citi Trends, Inc. - Common Stock|Q|N|N|100.0|N|N
CTSH|Cognizant Technology Solutions Corporation - Class A Common Stock|Q|N|N|100.0|N|N
CUBA|The Herzfeld Caribbean Basin Fund, Inc. - Closed End Fund|S|N|N|100.0|N|N
CUE|Cue Biopharma, Inc. - Common Stock|S|N|N|100.0|N|N
CULL|Cullman Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
CURI|CuriosityStream Inc.  - Class A Common Stock|S|N|N|100.0|N|N
CURIW|CuriosityStream Inc.  - Warrant|S|N|N|100.0|N|N
CUTR|Cutera, Inc. - Common Stock|Q|N|N|100.0|N|N
CVAC|CureVac N.V. - Ordinary Shares|G|N|N|100.0|N|N
CVBF|CVB Financial Corporation - Common Stock|Q|N|N|100.0|N|N
CVCO|Cavco Industries, Inc. - Common Stock|Q|N|N|100.0|N|N
CVGI|Commercial Vehicle Group, Inc. - Common Stock|Q|N|N|100.0|N|N
CVGW|Calavo Growers, Inc. - Common Stock|Q|N|N|100.0|N|N
CVLG|Covenant Logistics Group, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
CVLT|Commvault Systems, Inc. - Common Stock|Q|N|N|100.0|N|N
CVLY|Codorus Valley Bancorp, Inc - Common Stock|G|N|N|100.0|N|N
CVRX|CVRx, Inc. - Common Stock|Q|N|N|100.0|N|N
CVV|CVD Equipment Corporation - Common Stock|S|N|N|100.0|N|N
CWBC|Community West Bancshares - Common Stock|S|N|N|100.0|N|N
CWCO|Consolidated Water Co. Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
CWST|Casella Waste Systems, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
CXAI|CXApp Inc. - Class A Common Stock|S|N|N|100.0|N|N
CXAIW|CXApp Inc. - Warrant|S|N|N|100.0|N|N
CXDO|Crexendo, Inc. - Common Stock|S|N|N|100.0|N|N
CYBR|CyberArk Software Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
CYCN|Cyclerion Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
CYRX|CryoPort, Inc. - Common Stock|S|N|N|100.0|N|N
CYTH|Cyclo Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
CYTHW|Cyclo Therapeutics, Inc. - Warrant|S|N|N|100.0|N|N
CYTK|Cytokinetics, Incorporated - Common Stock|Q|N|N|100.0|N|N
CYTO|Altamira Therapeutics Ltd. - Common Shares|S|N|N|100.0|N|N
CZFS|Citizens Financial Services, Inc. - Common Stock|S|N|N|100.0|N|N
CZNC|Citizens & Northern Corp - Common Stock|S|N|N|100.0|N|N
CZR|Caesars Entertainment, Inc. - Common Stock|Q|N|N|100.0|N|N
CZWI|Citizens Community Bancorp, Inc. - Common Stock|G|N|N|100.0|N|N
DADA|Dada Nexus Limited - American Depositary Shares|Q|N|N|100.0|N|N
DAIO|Data I/O Corporation - Common Stock|S|N|N|100.0|N|N
DAKT|Daktronics, Inc. - Common Stock|Q|N|N|100.0|N|N
DASH|DoorDash, Inc. - Common Stock|Q|N|N|100.0|N|N
DATS|DatChat, Inc. - Common Stock|S|N|N|100.0|N|N
DATSW|DatChat, Inc. - Series A Warrant|S|N|N|100.0|N|N
DAVE|Dave Inc.  - Class A Common Stock|G|N|N|100.0|N|N
DAVEW|Dave Inc.  - Warrants|G|N|N|100.0|N|N
DAWN|Day One Biopharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
DBGI|Digital Brands Group, Inc. - Common Stock|S|N|N|100.0|N|N
DBGIW|Digital Brands Group, Inc. - Warrant|S|N|N|100.0|N|N
DBX|Dropbox, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
DCBO|Docebo Inc. - Common Shares|Q|N|N|100.0|N|N
DCGO|DocGo Inc. - Common Stock|S|N|N|100.0|N|N
DCOM|Dime Community Bancshares, Inc. - Common Stock|Q|N|N|100.0|N|N
DCOMP|Dime Community Bancshares, Inc. - Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100.0|N|N
DDI|DoubleDown Interactive Co., Ltd. - American Depository Shares|Q|N|N|100.0|N|N
DDOG|Datadog, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
DENN|Denny's Corporation - Common Stock|S|N|N|100.0|N|N
DERM|Journey Medical Corporation - Common Stock|S|N|N|100.0|N|N
DFLIW|Dragonfly Energy Holdings Corp - Warrant|S|N|N|100.0|N|N
DGICA|Donegal Group, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
DGICB|Donegal Group, Inc. - Class B Common Stock|Q|N|N|100.0|N|N
DGII|Digi International Inc. - Common Stock|Q|N|N|100.0|N|N
DH|Definitive Healthcare Corp. - Class A Common Stock|Q|N|N|100.0|N|N
DHAC|Digital Health Acquisition Corp. - Common Stock|S|N|N|100.0|N|N
DHACU|Digital Health Acquisition Corp. - Unit|S|N|N|100.0|N|N
DHACW|Digital Health Acquisition Corp. - Warrant|S|N|N|100.0|N|N
DHAI|DIH Holding US, Inc. - Class A Common Stock|G|N|N|100.0|N|N
DHAIW|DIH Holding US, Inc. - Warrant|S|N|N|100.0|N|N
DHC|Diversified Healthcare Trust  - Common Shares of Beneficial Interest|Q|N|N|100.0|N|N
DHCNI|Diversified Healthcare Trust  - 5.625% Senior Notes due 2042|Q|N|N|100.0|N|N
DHCNL|Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046|Q|N|N|100.0|N|N
DHIL|Diamond Hill Investment Group, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
DIBS|1stdibs.com, Inc. - Common Stock|G|N|N|100.0|N|N
DIOD|Diodes Incorporated - Common Stock|Q|N|N|100.0|N|N
DJCO|Daily Journal Corp. (S.C.) - Common Stock|S|N|N|100.0|N|N
DJT|Trump Media & Technology Group Corp. - Common Stock|G|N|N|100.0|N|N
DJTWW|Trump Media & Technology Group Corp. - Warrants|G|N|N|100.0|N|N
DKNG|DraftKings Inc. - Class A Common Stock|Q|N|N|100.0|N|N
DLHC|DLH Holdings Corp. - Common Stock|S|N|N|100.0|N|N
DLO|DLocal Limited - Class A Common Shares|Q|N|N|100.0|N|N
DLPN|Dolphin Entertainment, Inc. - Common Stock|S|N|N|100.0|N|N
DLTH|Duluth Holdings Inc. - Class B Common Stock|Q|N|N|100.0|N|N
DLTR|Dollar Tree, Inc. - Common Stock|Q|N|N|100.0|N|N
DMAC|DiaMedica Therapeutics Inc. - Common Stock|S|N|N|100.0|N|N
DMLP|Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100.0|N|N
DMRC|Digimarc Corporation - Common Stock|Q|N|N|100.0|N|N
DNLI|Denali Therapeutics Inc. - Common Stock|Q|N|N|100.0|N|N
DNTH|Dianthus Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
DNUT|Krispy Kreme, Inc. - Common Stock|Q|N|N|100.0|N|N
DOCU|DocuSign, Inc. - Common Stock|Q|N|N|100.0|N|N
DOGZ|Dogness (International) Corporation - Class A Common Stock|S|N|N|100.0|N|N
DOMH|Dominari Holdings Inc. - Common Stock|S|N|N|100.0|N|N
DOMO|Domo, Inc. - Class B Common Stock|G|N|N|100.0|N|N
DOOO|BRP Inc. - Common Subordinate Voting Shares|Q|N|N|100.0|N|N
DORM|Dorman Products, Inc. - Common Stock|Q|N|N|100.0|N|N
DOX|Amdocs Limited - Ordinary Shares|Q|N|N|100.0|N|N
DOYU|DouYu International Holdings Limited - American Depositary Shares|Q|N|N|100.0|N|N
DPCS|DP Cap Acquisition Corp I - Class A Ordinary Shares|S|N|N|100.0|N|N
DPCSU|DP Cap Acquisition Corp I - Unit|S|N|N|100.0|N|N
DPCSW|DP Cap Acquisition Corp I - Warrants|S|N|N|100.0|N|N
DRIO|DarioHealth Corp. - Common Stock|S|N|N|100.0|N|N
DRMA|Dermata Therapeutics, Inc. - Common Stock|S|N|N|100.0|N|N
DRMAW|Dermata Therapeutics, Inc. - Warrant|S|N|N|100.0|N|N
DRRX|DURECT Corporation - Common Stock|S|N|N|100.0|N|N
DRS|Leonardo DRS, Inc. - Common Stock|Q|N|N|100.0|N|N
DRTS|Alpha Tau Medical Ltd. - Ordinary Shares|S|N|N|100.0|N|N
DRTSW|Alpha Tau Medical Ltd. - Warrant|S|N|N|100.0|N|N
DRUG|Bright Minds Biosciences Inc. - common stock|S|N|N|100.0|N|N
DRVN|Driven Brands Holdings Inc. - Common Stock|Q|N|N|100.0|N|N
DSGN|Design Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
DSGR|Distribution Solutions Group, Inc. - Common Stock|Q|N|N|100.0|N|N
DSGX|The Descartes Systems Group Inc. - Common Stock|Q|N|N|100.0|N|N
DSWL|Deswell Industries, Inc. - Common Shares|G|N|N|100.0|N|N
DSY|Big Tree Cloud Holdings Limited - Ordinary Shares|G|N|N|100.0|N|N
DSYWW|Big Tree Cloud Holdings Limited - Warrants|S|N|N|100.0|N|N
DTCK|Davis Commodities Limited - Ordinary Shares|S|N|N|100.0|N|N
DTI|Drilling Tools International Corporation  - Common Stock|S|N|N|100.0|N|N
DTIL|Precision BioSciences, Inc. - Common Stock|S|N|N|100.0|N|N
DTST|Data Storage Corporation - Common Stock|S|N|N|100.0|N|N
DTSTW|Data Storage Corporation - Warrant|S|N|N|100.0|N|N
DUOL|Duolingo, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
DUOT|Duos Technologies Group, Inc. - Common Stock|S|N|N|100.0|N|N
DVAX|Dynavax Technologies Corporation - Common Stock|Q|N|N|100.0|N|N
DWSN|Dawson Geophysical Company - Common Stock|Q|N|N|100.0|N|N
DXCM|DexCom, Inc. - Common Stock|Q|N|N|100.0|N|N
DXLG|Destination XL Group, Inc. - Common Stock|G|N|N|100.0|N|N
DXPE|DXP Enterprises, Inc. - Common Stock|Q|N|N|100.0|N|N
DXR|Daxor Corporation - Closed End Fund|S|N|N|100.0|N|N
DYAI|Dyadic International, Inc. - Common Stock|S|N|N|100.0|N|N
DYCQ|DT Cloud Acquisition Corporation - Ordinary shares|G|N|N|100.0|N|N
DYCQR|DT Cloud Acquisition Corporation - Right|G|N|N|100.0|N|N
DYCQU|DT Cloud Acquisition Corporation - Unit|G|N|N|100.0|N|N
DYN|Dyne Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
EA|Electronic Arts Inc. - Common Stock|Q|N|N|100.0|N|N
EBAY|eBay Inc. - Common Stock|Q|N|N|100.0|N|N
EBC|Eastern Bankshares, Inc. - Common Stock|Q|N|N|100.0|N|N
EBMT|Eagle Bancorp Montana, Inc. - Common Stock|G|N|N|100.0|N|N
EBON|Ebang International Holdings Inc. - Class A Ordinary Shares|Q|N|N|100.0|N|N
EBTC|Enterprise Bancorp Inc - Common Stock|Q|N|N|100.0|N|N
ECBK|ECB Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
ECDAW|ECD Automotive Design, Inc. - Warrant|S|N|N|100.0|N|N
ECOR|electroCore, Inc. - Common Stock|S|N|N|100.0|N|N
ECPG|Encore Capital Group Inc - Common Stock|Q|N|N|100.0|N|N
ECX|ECARX Holdings Inc. - Class A Ordinary shares|G|N|N|100.0|N|N
ECXWW|ECARX Holdings Inc. - Warrants|S|N|N|100.0|N|N
EDAP|EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share|G|N|N|100.0|N|N
EDIT|Editas Medicine, Inc. - Common Stock|Q|N|N|100.0|N|N
EDRY|EuroDry Ltd. - Common Shares|S|N|N|100.0|N|N
EDSA|Edesa Biotech, Inc. - Common Shares|S|N|N|100.0|N|N
EDTK|Skillful Craftsman Education Technology Limited - Ordinary Share|S|N|N|100.0|N|N
EEFT|Euronet Worldwide, Inc. - Common Stock|Q|N|N|100.0|N|N
EEIQ|EpicQuest Education Group International Limited - Common Stock|S|N|N|100.0|N|N
EFOI|Energy Focus, Inc. - Common Stock|S|N|N|100.0|N|N
EFSC|Enterprise Financial Services Corporation - Common Stock|Q|N|N|100.0|N|N
EFSCP|Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100.0|N|N
EGAN|eGain Corporation - Common Stock|S|N|N|100.0|N|N
EGBN|Eagle Bancorp, Inc. - Common Stock|S|N|N|100.0|N|N
EGHT|8x8 Inc - Common stock|Q|N|N|100.0|N|N
EH|EHang Holdings Limited - ADS|G|N|N|100.0|N|N
EHTH|eHealth, Inc. - Common Stock|Q|N|N|100.0|N|N
EJH|E-Home Household Service Holdings Limited - Ordinary shares|S|N|N|100.0|N|N
EKSO|Ekso Bionics Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
ELDN|Eledon Pharmaceuticals, Inc. - Common Stock|S|N|N|100.0|N|N
ELEV|Elevation Oncology, Inc. - Common stock|Q|N|N|100.0|N|N
ELSE|Electro-Sensors, Inc. - Common Stock|S|N|N|100.0|N|N
ELTK|Eltek Ltd. - Ordinary Shares|S|N|N|100.0|N|N
ELTX|Elicio Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
ELUT|Elutia, Inc. - Class A Common Stock|S|N|N|100.0|N|N
ELVA|Electrovaya Inc. - Common Shares|S|N|N|100.0|N|N
ELVN|Enliven Therapeutics, Inc.  - Common Stock|Q|N|N|100.0|N|N
ELWS|Earlyworks Co., Ltd. - American Depositary Shares|S|N|N|100.0|N|N
ELYM|Eliem Therapeutics, Inc - Common Stock|G|N|N|100.0|N|N
EM|Smart Share Global Limited - American Depositary Shares|S|N|N|100.0|N|N
EMBC|Embecta Corp. - Common Stock|Q|N|N|100.0|N|N
EMKR|EMCORE Corporation - Common Stock|S|N|N|100.0|N|N
EML|Eastern Company (The) - Common Stock|G|N|N|100.0|N|N
EMLD|FTAC Emerald Acquisition Corp. - Class A Common Stock|G|N|N|100.0|N|N
EMLDU|FTAC Emerald Acquisition Corp. - Unit|G|N|N|100.0|N|N
EMLDW|FTAC Emerald Acquisition Corp. - Warrant|G|N|N|100.0|N|N
ENGN|enGene Holdings Inc. - Common Stock|S|N|N|100.0|N|N
ENGNW|enGene Holdings Inc. - Warrants|S|N|N|100.0|N|N
ENLT|Enlight Renewable Energy Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
ENLV|Enlivex Therapeutics Ltd. - Ordinary Shares|S|N|N|100.0|N|N
ENPH|Enphase Energy, Inc. - Common Stock|G|N|N|100.0|N|N
ENSG|The Ensign Group, Inc. - Common Stock|Q|N|N|100.0|N|N
ENTA|Enanta Pharmaceuticals, Inc. - Common Stock|Q|N|N|100.0|N|N
ENTG|Entegris, Inc. - Common Stock|Q|N|N|100.0|N|N
ENTO|Entero Therapeutics Inc. - Common Stock|S|N|N|100.0|N|N
ENTX|Entera Bio Ltd. - Ordinary Shares|S|N|N|100.0|N|N
ENVX|Enovix Corporation - Common Stock|Q|N|N|100.0|N|N
EOLS|Evolus, Inc. - Common Stock|G|N|N|100.0|N|N
EOSEW|Eos Energy Enterprises, Inc. - Warrant|S|N|N|100.0|N|N
EPIX|ESSA Pharma Inc. - Common Stock|S|N|N|100.0|N|N
EPRX|Eupraxia Pharmaceuticals Inc. - Common Stock|S|N|N|100.0|N|N
EPSN|Epsilon Energy Ltd. - Common Shares|G|N|N|100.0|N|N
EQ|Equillium, Inc. - Common Stock|S|N|N|100.0|N|N
EQIX|Equinix, Inc. - Common Stock|Q|N|N|100.0|N|N
ERAS|Erasca, Inc. - Common Stock|Q|N|N|100.0|N|N
ERIC|Ericsson - American Depositary Shares each representing 1 underlying Class B share|Q|N|N|100.0|N|N
ERIE|Erie Indemnity Company - Class A Common Stock|Q|N|N|100.0|N|N
ERII|Energy Recovery, Inc. - Common Stock|Q|N|N|100.0|N|N
ESCA|Escalade, Incorporated - Common Stock|G|N|N|100.0|N|N
ESEA|Euroseas Ltd. - Common Stock|S|N|N|100.0|N|N
ESGLW|ESGL Holdings Limited - Warrants|S|N|N|100.0|N|N
ESGR|Enstar Group Limited - Ordinary Shares|Q|N|N|100.0|N|N
ESGRO|Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E|Q|N|N|100.0|N|N
ESGRP|Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares|Q|N|N|100.0|N|N
ESHA|ESH Acquisition Corp. - Class A Common Stock|G|N|N|100.0|N|N
ESHAR|ESH Acquisition Corp. - Right|G|N|N|100.0|N|N
ESLA|Estrella Immunopharma, Inc. - Common Stock|S|N|N|100.0|N|N
ESLAW|Estrella Immunopharma, Inc. - Warrant|S|N|N|100.0|N|N
ESLT|Elbit Systems Ltd. - Ordinary Shares|Q|N|N|100.0|N|N
ESOA|Energy Services of America Corporation - Common Stock|S|N|N|100.0|N|N
ESPR|Esperion Therapeutics, Inc. - Common Stock|G|N|N|100.0|N|N
ESQ|Esquire Financial Holdings, Inc. - Common Stock|S|N|N|100.0|N|N
ESSA|ESSA Bancorp, Inc. - common stock|Q|N|N|100.0|N|N
ESTA|Establishment Labs Holdings Inc. - Common Shares|S|N|N|100.0|N|N
ETNB|89bio, Inc. - Common Stock|G|N|N|100.0|N|N
ETON|Eton Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
ETSY|Etsy, Inc. - Common Stock|Q|N|N|100.0|N|N
EU|enCore Energy Corp. - Common Stock|S|N|N|100.0|N|N
EUDA|Euda Health Holdings Limited - Ordinary Shares|S|N|N|100.0|N|N
EUDAW|Euda Health Holdings Limited - Warrant|S|N|N|100.0|N|N
EVBG|Everbridge, Inc. - Common Stock|G|N|N|100.0|N|N
EVER|EverQuote, Inc. - Class A Common Stock|G|N|N|100.0|N|N
EVGO|EVgo Inc. - Common Stock|Q|N|N|100.0|N|N
EVGOW|EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50|Q|N|N|100.0|N|N
EVGR|Evergreen Corporation - Class A Ordinary Share|G|N|N|100.0|N|N
EVGRU|Evergreen Corporation - Unit|G|N|N|100.0|N|N
EVGRW|Evergreen Corporation - Warrant|G|N|N|100.0|N|N
EVLV|Evolv Technologies Holdings, Inc. - Class A Common Stock|S|N|N|100.0|N|N
EVLVW|Evolv Technologies Holdings, Inc. - Warrant|S|N|N|100.0|N|N
EVRG|Evergy, Inc. - Common Stock|Q|N|N|100.0|N|N
EVTV|Envirotech Vehicles, Inc. - Common stock|S|N|N|100.0|N|N
EWBC|East West Bancorp, Inc. - Common Stock|Q|N|N|100.0|N|N
EWCZ|European Wax Center, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
EWTX|Edgewise Therapeutics, Inc. - Common Stock|Q|N|N|100.0|N|N
EXAI|Exscientia Plc - American Depositary Shares|Q|N|N|100.0|N|N
EXAS|Exact Sciences Corporation - Common Stock|S|N|N|100.0|N|N
EXC|Exelon Corporation - Common Stock|Q|N|N|100.0|N|N
EXEL|Exelixis, Inc. - Common Stock|Q|N|N|100.0|N|N
EXFY|Expensify, Inc. - Class A Common Stock|Q|N|N|100.0|N|N
EXLS|ExlService Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
EXPE|Expedia Group, Inc. - Common Stock|Q|N|N|100.0|N|N
EXPI|eXp World Holdings, Inc. - Common Stock|G|N|N|100.0|N|N
EXPO|Exponent, Inc. - Common Stock|Q|N|N|100.0|N|N
EXTR|Extreme Networks, Inc. - Common Stock|Q|N|N|100.0|N|N
EYE|National Vision Holdings, Inc. - Common Stock|Q|N|N|100.0|N|N
EYEN|Eyenovia, Inc. - Common Stock|S|N|N|100.0|N|N
EYPT|EyePoint Pharmaceuticals, Inc. - Common Stock|G|N|N|100.0|N|N
EZGO|EZGO Technologies Ltd. - Ordinary Shares|S|N|N|100.0|N|N
EZPW|EZCORP, Inc. - Class A Non-Voting Common Stock|Q|N|N|100.0|N|N
FA|First Advantage Corporation - Common Stock|Q|N|N|100.0|N|N
FAAS|DigiAsia Corp. - Ordinary Shares|S|N|N|100.0|N|N
FAASW|DigiAsia Corp. - Warrant|S|N|N|100.0|N|N
FANG|Diamondback Energy, Inc. - Common Stock|Q|N|N|100.0|N|N
FANH|Fanhua Inc. - American depositary shares, each representing 20 ordinary shares|Q|N|N|100.0|N|N
FARM|Farmer Brothers Company - Common Stock|Q|N|N|100.0|N|N
FARO|FARO Technologies, Inc. - Common Stock|Q|N|N|100.0|N|N
FAST|Fastenal Company - Common Stock|Q|N|N|100.0|N|N
FAT|FAT Brands Inc. - Common Stock|S|N|N|100.0|N|N
